ss_item_sk,ss_store_sk,ss_customer_sk,ss_sold_date_sk,ss_quantity,ss_wholesale_cost,ss_list_price,ss_sales_price,ss_net_profit
631,33,264,703,7,79.63,178.73589167365907,554.3764398973964,550.43
648,20,343,320,14,52.55,112.20281957804085,720.6559646987521,679.44
414,13,385,136,17,88.25,195.84266282152578,1458.0735553254458,1354.78
387,46,402,24,7,58.63,91.29746518913427,399.5381088782986,395.38
885,9,388,79,19,32.98,43.41664925925014,605.2532373018983,602.56
658,49,406,646,9,47.46,78.0032515304773,378.5200722096564,425.3
590,38,378,213,16,56.44,104.60766363760952,746.7039338916937,828.04
221,33,78,607,4,13.97,27.93644291433978,46.84945283500969,55.49
108,24,456,3,20,88.63,196.34270524052744,1755.097564223966,1757.85
502,28,41,446,12,64.06,123.40867188057791,730.5885539678683,764.13
40,20,373,32,13,53.72,64.89224307063579,694.5079360105625,694.87
82,45,394,206,9,87.67,118.71018257468577,768.3859390998205,751.22
1,23,253,269,9,25.07,36.47280643706968,185.1229292852594,208.49
273,37,171,635,4,16.37,33.07993140942363,60.97012019953277,65.39
700,31,305,111,20,17.36,34.289636063573006,336.25977303049234,315.33
886,5,121,389,20,80.94,127.93611988034691,1453.7163853007619,1464.56
132,2,466,378,14,35.11,86.78318638487595,422.9828544677958,476.76
584,2,456,77,7,79.69,139.19525702147607,504.260852878827,503.44
844,43,111,427,4,76.85,94.02273639118286,269.5898797082268,287.12
865,13,336,274,7,62.8,148.41632875187372,395.0158826846622,411.64
424,3,485,120,5,10.59,17.82400710941472,45.90520281183328,52.16
790,23,495,443,1,39.09,84.76762169214057,38.519805778950534,35.88
663,45,420,553,18,56.95,69.63113878639476,983.9853326938635,1010.59
283,36,453,718,20,52.07,84.85328029080573,907.3254177910342,964.83
216,11,368,290,4,69.9,86.75054187624997,242.30159476142524,267.58
801,19,52,83,15,76.89,183.3948006544114,1053.1806684199207,1115.55
2,16,263,660,12,23.91,52.81564850766243,233.75909552987096,261.04
452,44,14,640,13,82.36,191.70032814943357,1067.248209668539,1006.48
853,22,347,517,5,11.89,27.414095848469415,52.06311949088686,56.52
621,17,74,605,2,29.81,36.31493058775068,59.57967126842257,59.59
147,21,397,553,17,69.31,157.81696426225975,1019.0756919058167,1123.02
839,35,24,197,17,80.12,145.95743936789958,1148.023650227171,1308.75
53,24,496,566,16,24.58,54.74320719568028,346.8347342990327,357.2
64,30,130,533,10,54.34,97.61531551900009,494.62624631492895,500.21
607,23,354,670,7,29.35,39.70673096230526,175.6104493743617,185.37
104,16,364,727,11,10.44,17.770714929233694,103.22431420788634,104.18
528,23,156,673,2,5.22,7.00473248485669,10.127490924252298,10.41
519,7,5,597,5,69.79,109.55281904157096,301.86679909880615,337.28
586,25,75,331,11,36.05,82.71415189467352,351.45142864690234,366.77
680,46,391,709,9,30.55,67.62081000743625,273.71294765303577,273.21
861,4,314,196,18,47.32,97.46697580805441,702.0474071499027,771.92
826,28,57,114,5,60.94,80.75214982355628,295.6202273063634,277.52
769,46,20,614,17,97.1,167.79753740462618,1433.7276524614979,1511.64
79,9,64,398,5,93.48,211.55895722096523,412.52076366132553,439.89
720,41,31,2,19,33.36,43.372042335955236,527.9503060480622,576.04
126,27,233,594,7,25.83,58.71853572644204,156.84398454442396,175.31
476,16,96,227,12,64.44,123.26456692663228,718.7072983338066,726.13
301,16,158,289,7,41.88,71.65693123127309,244.48759405429112,272.86
679,39,330,58,17,7.15,11.496603679896506,102.09504646746358,115.31
748,40,189,8,19,78.98,157.89594190614568,1471.6749225153137,1352.6
447,35,119,407,9,20.37,28.479823881042837,181.5929384999933,176.75
514,32,95,479,16,22.02,34.630675010880616,346.9877799609499,318.01
82,23,380,472,2,84.1,199.88255949767506,153.82120492011725,157.65
566,20,304,366,3,40.45,86.30565165492054,116.25464014330947,113.29
642,21,72,142,6,64.16,85.00151305599717,323.23155934154636,356.32
538,31,475,659,18,34.02,70.45530876144672,559.2714016019912,567.32
159,40,39,659,2,68.0,163.7393795860685,135.70038925325534,122.71
664,16,369,270,13,34.86,48.43072719076442,390.8558187085865,412.68
114,16,55,298,11,84.9,141.9330028410505,889.4540669657157,888.67
63,14,31,142,13,18.03,28.21362978616978,190.57512617874644,219.69
68,19,218,310,1,6.44,14.700520182325008,5.390168830184196,5.87
515,44,448,694,10,28.59,35.340746955770705,277.2338619222601,275.67
757,9,457,490,11,68.06,167.12217810855287,602.4522702844397,720.0
577,30,205,638,5,45.61,110.17283559025984,204.0150127302077,222.13
461,45,95,360,19,74.92,129.13950688469484,1307.224481019687,1354.89
16,29,354,445,10,12.4,27.55452915217061,114.52956051408931,114.22
724,26,98,223,13,47.91,92.66550870238756,561.2980801962816,604.18
631,19,256,322,2,47.07,59.40425001790839,93.17617002969477,93.3
98,5,74,496,12,65.32,147.55314740849792,779.613163239537,715.5
379,37,372,229,10,18.53,27.908227898645897,174.83928364795935,184.49
828,20,119,218,5,24.97,33.5901530123674,122.22789445723038,119.26
884,40,451,681,3,45.98,83.36956496638561,129.06241719296904,129.75
118,8,310,540,14,60.31,135.65034364442263,773.422299627507,763.26
506,35,463,465,3,80.22,109.65253995463085,220.58402209458728,219.43
378,34,206,11,7,52.0,74.68750995992437,313.1437158456487,339.32
861,20,174,522,7,43.3,82.22855322288446,301.8964297697953,278.18
457,5,416,288,13,75.37,135.68049588144518,891.9058973788968,965.18
24,23,331,711,12,87.11,156.56957966575428,849.9450811799138,995.06
286,4,31,160,16,55.22,118.90450882362369,852.6497774200827,851.02
315,15,227,623,17,62.23,141.47900642770784,932.233215957194,970.1
552,49,204,470,14,95.9,129.63244740353275,1218.6957595773886,1246.82
758,32,368,452,3,43.68,89.01990086480416,112.58557119001206,124.83
449,34,380,299,15,49.05,82.76535002274183,607.0566120956307,705.45
650,41,53,656,8,70.7,132.31021481478336,543.3365139494623,522.75
335,19,62,219,17,14.93,33.27123712840225,217.12357593449894,238.97
468,41,414,31,12,37.63,80.56751142118532,415.53707556045225,426.19
57,20,324,656,2,50.24,84.66769782653184,99.85121007255955,94.87
201,7,398,269,1,99.15,132.42758134341668,88.65509582513954,89.94
188,37,321,568,12,60.84,101.27369197449852,649.4496428807848,664.99
351,42,469,642,5,29.54,41.69150934892039,143.30647585883483,138.35
545,23,221,329,4,52.32,73.39537540627774,194.6338781432746,194.39
767,18,111,449,10,91.69,146.7173441203717,826.1793464534734,894.83
131,4,141,75,5,79.3,95.52371939630578,340.4008359911152,357.79
386,22,81,64,19,43.55,106.26871537221753,806.9502415797136,782.57
430,4,319,422,4,73.8,131.86884678527875,249.84976045135937,280.84
245,11,499,121,6,40.52,87.32831303039684,211.14832977990739,220.14
384,47,1,433,20,23.54,50.53508047008775,380.5642495979208,432.16
690,47,394,344,19,41.89,100.11103311401365,719.4766235772345,766.33
407,17,298,271,9,68.6,88.75791238537919,605.7279393636326,563.48
694,11,17,551,1,81.04,157.26989684368914,72.80106622507122,79.38
422,10,126,191,2,33.26,44.08841366486917,58.03972628684397,66.17
485,38,406,184,15,34.93,82.35607025977146,461.8875310342596,503.11
83,18,348,217,11,54.69,84.85852729576575,502.7050990106203,562.71
294,14,41,702,2,52.05,65.52185624311295,92.7620590521644,94.18
260,40,477,612,6,20.77,48.42499202033227,122.44002049902107,119.15
955,19,85,554,19,23.29,49.97820852266465,356.9266498472008,415.97
708,42,242,684,16,78.51,182.64534115098314,1118.0371927051533,1254.21
529,4,61,107,7,91.03,116.77892682297589,536.0991460281354,622.11
155,14,272,228,12,21.35,35.72586891040855,254.40928025561425,254.52
46,18,147,537,5,24.99,56.03894914606007,109.89434866233262,118.62
564,44,313,409,8,64.77,123.94095296939028,456.99243193702523,480.02
731,11,215,108,9,85.2,146.10280143965818,727.4745011976041,761.15
600,16,101,675,11,64.95,127.58574080978293,638.5509213605359,652.28
687,25,40,395,5,16.47,32.88159906623762,78.13809650929424,81.39
75,4,77,626,2,34.63,80.15084780491237,64.57796886990698,66.97
767,3,388,272,12,30.04,43.79626951753665,321.9027679853593,327.41
470,3,170,11,2,20.86,30.607048314253728,36.82669031709385,40.3
192,49,141,407,6,27.58,57.03026876419476,157.9215897799482,156.4
919,23,447,89,13,5.91,7.7452674684352685,70.57854412773287,73.28
241,12,442,191,13,35.42,73.50620852865669,413.0527338351479,432.51
504,33,173,117,3,77.25,110.74694236730647,213.33890708889425,210.36
991,38,40,416,6,69.75,137.81976311077764,413.82394516457566,384.12
146,23,127,560,5,17.42,26.729617957210706,79.29512571691316,85.78
952,25,45,502,11,80.11,138.33224423181025,824.7484324638573,835.25
936,24,431,534,6,20.19,47.80140169145773,109.5217542072488,112.16
600,36,111,241,8,46.42,115.87382269445742,318.0797983757492,334.75
200,31,262,224,17,24.1,41.21280572160578,379.83366118944326,402.06
873,25,213,535,12,84.15,145.3738483622173,937.9930132209353,967.02
603,24,214,344,1,56.5,85.32382057558766,45.485259449920925,50.98
374,1,316,207,6,82.1,172.36900333710193,459.0060196526067,467.21
634,10,287,37,1,31.69,47.70362818790512,26.75977047984752,31.29
222,31,148,461,3,30.16,68.50009522749451,81.4106694714164,87.6
148,44,209,721,19,26.63,49.379862411160296,432.94046774870964,464.25
843,27,380,129,19,36.13,72.04203464790523,649.2543304587022,628.66
894,33,110,145,8,94.29,205.326399771603,607.9485879997884,734.03
88,40,425,354,16,21.52,42.937428472023576,282.67410251357666,341.45
27,38,410,519,14,92.42,209.28666404522255,1043.0774137559947,1250.51
20,40,107,237,18,58.32,99.8582706875529,876.9684662382692,951.33
338,9,96,496,5,99.55,165.9708351473573,423.982624173517,486.69
707,46,364,724,13,51.41,94.06421853012682,559.4415196819757,654.78
357,16,75,328,5,14.68,18.573723017953423,60.13419206499845,68.37
895,12,291,454,20,87.18,133.3577739102787,1428.5672758054832,1601.95
800,5,217,5,13,37.13,70.9420551477699,402.90040361722333,468.32
900,7,116,205,10,84.16,164.56478561326725,745.000374359656,823.36
848,30,166,153,1,95.19,193.60034352221953,83.88341308440425,94.72
1000,44,48,525,10,91.14,119.52393238240104,895.4626917214399,863.91
198,48,294,122,5,67.54,132.23226498058315,276.05406756111836,319.24
374,4,397,421,9,97.47,235.72535339265204,777.6873924100627,818.42
65,25,235,431,17,37.32,76.2614160995732,553.3162396581018,628.46
78,39,195,423,20,63.77,125.04607589478162,1123.8756049501349,1243.8
314,37,364,588,6,18.1,40.37861390772114,94.42683426101546,101.85
683,1,378,276,4,85.52,124.53703287808663,320.1779046250942,315.89
429,10,221,203,5,33.19,44.99014582343798,148.29019931494122,151.07
186,10,51,191,9,72.28,150.60587952032608,537.484305209657,603.25
862,31,99,526,4,81.96,108.22306742464272,310.30586098255407,321.09
455,14,54,465,19,7.68,12.47740446460057,117.64814560971536,134.72
243,47,287,335,6,61.14,74.53971461903429,347.43722584124174,343.56
306,21,107,331,8,20.99,27.577709736267167,141.64346421159735,152.83
726,19,116,68,14,74.53,156.94565034841239,1035.7065904916956,1041.82
67,25,118,201,20,69.0,150.9451143178108,1176.0889686283626,1329.32
887,14,125,655,3,71.65,145.01149900650904,212.58612716203655,212.19
821,27,279,586,6,35.75,87.69816529855866,201.17258884993515,195.36
137,37,485,661,5,8.1,15.95236554191715,38.27924151169604,40.19
178,33,477,311,11,78.39,129.38608018018311,710.2676599764467,835.36
103,49,289,680,18,44.67,91.02522912715858,799.5341320198601,800.37
301,39,310,201,14,75.64,101.2677304585656,911.2218322859444,992.16
206,14,472,530,8,74.32,182.54891765629108,488.84474065192893,555.24
870,25,42,442,8,44.36,59.0257326533165,342.5325919761802,343.96
699,2,248,685,11,30.91,68.96856197516193,328.53281160892124,313.71
718,17,248,5,13,49.61,86.46455328210365,613.056413386038,588.63
179,7,233,542,12,96.51,218.10221584267939,1064.268929826052,1135.49
789,29,72,609,1,67.99,119.25713262069597,67.79901600191539,63.83
174,40,101,67,2,30.92,61.85914323714857,61.56463107081853,59.09
907,41,232,322,13,89.44,193.763274774044,1147.8383936065286,1110.62
265,1,455,120,13,70.57,140.4196691469534,760.3164550567706,870.75
464,22,168,2,12,37.73,58.05310452603295,438.0840236799521,447.19
555,47,463,279,14,15.66,19.786752405442634,201.83259453732762,212.79
345,19,177,451,15,16.94,29.536835633468232,233.2107437004986,238.31
133,23,479,676,2,60.28,131.29779671579294,111.31334568469758,109.58
58,14,261,339,13,23.68,48.31249225709135,256.15143149748894,297.9
216,10,317,635,17,22.67,56.430838321148286,345.7867063442773,351.32
208,23,275,717,7,89.93,187.77975436679105,549.5325558517287,620.67
904,50,239,420,19,15.27,23.23184046979698,253.10780502863622,278.71
152,10,172,730,13,71.84,146.64696194066508,931.725411263616,901.94
432,26,91,515,8,51.34,94.80040076359265,334.8868838645375,386.36
882,14,495,653,4,96.68,159.06183897216195,367.95507676445715,364.96
948,24,414,49,12,97.84,171.46348581018714,1072.6676972188557,1127.76
132,39,135,552,20,37.0,64.26557005961382,707.7057329320417,723.6
721,10,267,342,2,62.64,101.65546448642715,115.95596717206655,121.91
853,50,316,307,4,47.43,113.1719893824996,155.00694962894414,174.63
933,5,183,259,19,71.96,115.3539235950509,1332.5644728367424,1266.52
399,10,160,147,2,60.08,115.07240019569471,119.00824293968854,113.7
972,50,190,163,16,29.86,64.73571806247351,448.3084411577866,444.76
206,24,129,473,15,99.22,174.65771714557013,1468.630689917119,1457.09
988,43,452,453,8,9.75,18.929041446121037,71.87949877694717,73.73
597,2,203,721,11,12.31,25.263417745763327,129.08780080881522,130.6
500,11,424,234,4,64.04,100.19937049037436,246.15674503789683,237.79
122,46,380,65,4,39.44,72.91398853550129,142.40597603864643,142.64
147,21,46,717,19,19.4,28.59153871305744,296.9721707898554,333.68
66,48,48,312,6,60.59,107.46041335165245,356.4783544103302,340.12
726,23,190,330,15,21.77,29.705441526310825,292.6922243661242,312.58
628,32,177,492,7,70.95,149.91175337485862,426.4195537770607,448.37
140,25,119,201,13,93.19,137.358143133659,1197.7840858921338,1124.63
748,27,176,68,18,56.68,110.0698153605564,824.7707843916562,949.59
573,9,151,92,10,58.34,85.81753762364639,480.43097135146604,571.26
261,43,440,270,2,43.53,97.76431841819208,70.36224529929343,85.07
896,19,475,122,12,65.69,161.25239761685773,738.2793959812401,754.07
668,15,479,726,7,24.37,49.218306015011336,169.12692634401608,165.78
156,7,321,545,15,15.55,21.886365163886754,223.95921036163392,226.71
583,11,493,226,1,89.03,114.59382324324521,87.75891456272288,86.05
117,44,44,678,15,99.18,222.8829605652975,1198.2748581843814,1437.98
941,35,286,247,2,19.65,46.24666800238518,39.278190126394556,38.79
144,43,407,365,16,91.43,163.17062437508972,1428.576117793663,1429.29
277,43,33,72,8,79.32,157.64384411265667,594.1514166199171,597.95
711,12,268,401,12,32.74,49.886508268100144,391.2884329604489,384.25
680,11,119,515,13,20.44,43.19190971160848,264.0110159643074,260.6
649,23,319,78,5,10.47,16.12119074766407,41.98490682361598,47.48
196,40,346,374,2,62.14,136.53626120872332,102.86505894663007,112.14
242,37,487,655,13,63.49,140.74869420455897,805.1621883393101,793.58
493,15,113,219,3,7.33,17.55960583091687,18.402601900663573,21.66
222,49,152,554,13,97.17,201.21947898895792,1227.613286293399,1177.31
631,37,361,176,10,59.77,90.02026231472999,544.7843887212618,561.31
187,2,38,2,18,37.78,78.73825286748892,559.2517554774232,634.56
316,36,435,318,12,69.46,127.71426289837237,690.3553237064809,775.4
818,47,422,708,15,30.75,58.86095841674354,458.5360792466284,432.03
175,7,370,668,1,97.48,174.26338521235832,84.38268892106957,94.35
258,48,460,643,20,10.19,20.136455083887398,203.64703065445426,190.44
214,12,4,708,8,59.55,92.69540360951878,450.017476236352,430.0
781,5,29,154,8,65.79,156.70065255811934,513.8290672657012,480.6
853,29,168,366,15,21.37,50.21969102444046,263.77570537131936,299.44
58,32,391,622,14,25.39,44.54047258537635,350.26737293718645,321.9
186,11,179,106,7,24.75,44.72443155632,153.47929164907902,156.33
928,11,251,293,18,64.18,111.88250330623286,946.9858009830473,1059.85
912,46,178,576,7,25.34,36.24149781308685,163.99005121268678,166.11
408,11,33,594,12,96.39,235.25929749212204,1063.666344659605,1149.36
918,47,291,312,11,85.27,199.29750026485016,764.4615425134444,847.26
780,29,219,201,10,52.35,114.22104173776354,498.46033521723473,519.24
300,50,261,363,6,38.14,72.71073838308052,224.70927884378602,215.51
921,43,166,694,16,46.51,85.84167056974096,702.9206426198043,713.17
375,4,203,476,11,16.17,31.997188986159482,169.833795322366,167.32
69,7,192,600,14,92.72,188.54716756916253,1119.7277824865807,1280.47
423,33,234,3,5,87.98,141.07844725014803,366.49754914693244,433.01
633,23,24,559,9,40.9,51.58482032631958,351.6573009267608,353.76
975,41,200,226,13,43.69,81.23646503839677,543.230087509845,511.56
303,7,214,146,6,52.93,116.01902391016168,275.0395098822094,286.83
185,22,90,113,6,7.62,10.971088915746908,43.66635744326016,43.96
837,44,370,289,8,58.3,90.07879363140773,449.61976174456413,427.9
332,47,50,301,5,90.31,168.4230384584752,385.04169463346125,423.47
100,9,345,612,16,64.85,157.72796841457486,887.3137082976158,966.54
560,21,115,648,18,61.84,153.78939321883465,941.0429387467439,1083.08
624,41,429,618,17,87.05,181.69616580231727,1433.4812339292089,1375.27
967,23,473,661,3,46.16,94.26168138301122,130.51206172121798,129.44
668,44,165,82,5,17.68,24.19816283204405,70.84401245013868,85.88
684,20,387,589,2,11.25,20.19111802073482,21.44765923384366,20.45
434,16,108,434,4,12.56,28.96076925402611,45.86440833674294,49.71
56,21,343,3,20,73.21,114.67497985027167,1462.8220746975096,1453.85
870,7,317,671,11,62.49,111.73020620824958,639.1131398141232,645.43
371,40,252,376,9,10.85,23.973129700363398,82.18100663499155,96.15
173,6,9,307,10,38.97,55.01716386285285,364.44018730003813,379.39
192,35,322,417,10,82.3,133.05434003294005,752.2670849705655,812.83
337,3,362,383,15,56.98,91.4005901479923,740.9555919827698,784.11
469,24,428,459,4,62.59,136.87616684698966,249.4277955653036,239.69
389,43,463,31,15,83.7,207.829943734684,1175.5906865076934,1202.68
283,8,109,374,3,91.28,206.39834182178038,228.48308805848242,258.06
210,25,435,616,18,29.94,48.11711577169631,514.8162554852956,531.5
993,11,249,475,12,60.86,131.34681827883995,685.5038466014671,683.91
140,27,307,673,19,63.84,85.77191251511373,1061.240157095541,1107.6
613,2,223,22,19,68.92,158.94304862260108,1216.5076802529381,1295.23
174,46,116,363,16,45.35,102.42445138746524,675.9720913597561,654.45
266,24,301,726,1,92.67,204.8893432476341,84.95128411570768,90.47
721,17,308,268,11,95.39,223.694684383711,957.4706570771002,993.61
581,33,356,276,14,24.04,47.357208722893574,274.9710242208501,318.95
542,32,446,3,18,74.87,100.84222554824092,1217.1702352956809,1332.92
816,31,313,334,3,16.4,38.38643646964768,48.572518865263355,45.41
171,18,42,645,7,24.19,57.49504253067812,135.88570107716265,156.9
149,32,258,497,15,88.44,194.87259225384756,1171.7220335828806,1295.03
833,40,331,42,8,75.84,173.99086843622746,573.3085348596812,575.49
755,4,426,520,7,69.13,167.27419843686948,404.65032141227846,443.85
675,46,123,326,2,34.0,45.759922184680505,61.074995474537744,64.73
601,23,244,115,18,14.32,32.134953495795976,207.98078268617564,254.69
349,40,303,18,10,97.38,118.737143703013,931.291729093952,941.53
282,49,50,511,6,53.56,67.31560734674581,265.08361741588914,294.5
245,32,253,693,8,85.93,133.9220320113869,585.3475500659983,672.68
860,22,379,684,8,98.76,179.23862887501176,659.0162563481041,782.77
944,23,267,118,3,52.31,78.59237050961418,141.2631594562761,144.74
343,10,314,706,6,9.45,17.31675317831984,50.105291628475655,54.59
84,6,198,463,12,99.93,121.04511302748188,972.1692275813882,1127.7
109,9,138,11,6,9.14,16.398802507982676,52.37264907753204,50.11
652,22,342,219,13,46.11,78.642250241058,578.8252489941209,582.59
910,47,171,45,5,16.05,32.467256166689474,65.81159533249743,77.81
387,35,471,706,8,30.73,75.9787942989166,240.03369384972206,243.97
840,37,43,540,19,35.99,56.53640943184608,675.6724423334604,655.77
934,47,299,285,19,29.37,63.317971334590325,495.4388872231104,517.38
675,49,29,296,12,33.0,60.59936953526214,379.1211963689496,389.77
459,24,211,237,10,99.2,192.41919508605883,910.021209004343,960.15
894,19,155,265,9,82.26,131.34536225385133,694.9964619192561,690.41
818,19,379,326,12,51.07,71.90994976611323,506.773393748369,583.23
817,26,153,389,17,76.84,123.97384382022628,1049.5109304958717,1245.43
257,16,43,488,18,62.99,151.61468013178975,973.6670119059262,1121.92
230,50,224,720,3,27.57,54.924221536198054,81.85692409709539,79.37
220,32,249,496,11,29.76,70.3554905532086,270.5634881890379,301.79
258,10,84,264,15,75.09,101.39112136447872,1125.3439721933494,1126.2
694,14,141,101,1,73.07,105.35592688651188,65.39482605283419,71.99
467,10,23,456,6,26.81,42.54154128864899,130.90269152511235,158.69
51,44,27,440,16,37.83,57.01247508815978,512.6407892755897,594.57
925,32,481,467,20,57.92,85.29637095738556,1148.2160043380857,1115.19
350,34,97,656,6,14.21,25.550313246232957,74.28495565032993,76.74
993,27,484,232,18,89.79,126.3212689496837,1321.2951813634213,1581.56
785,24,451,103,20,31.71,68.03186637513366,577.981097197069,633.43
706,38,265,728,12,77.7,160.71598632579443,844.338456255477,891.74
277,12,288,123,4,80.91,149.35913466427843,316.44266117566355,310.75
658,1,211,262,18,27.34,39.55030924359898,458.4612593353426,449.55
327,22,97,317,19,75.79,110.2067283281414,1233.740717441548,1424.63
456,9,321,13,15,72.67,112.74788740034003,1052.6939923773598,1064.83
299,10,142,201,19,69.12,157.34073361197076,1305.7012065472247,1210.28
83,44,380,471,2,87.26,130.23234618990674,152.7461873112808,167.76
4,43,265,672,8,17.71,39.58633568357654,127.45393845708855,136.69
245,37,378,30,6,34.05,81.70736671652733,168.29545050855077,193.68
375,32,318,553,5,12.94,31.38162741987557,57.34586497465485,64.08
311,8,292,516,20,98.54,225.34837700660063,1836.4090292756096,1783.54
298,42,320,369,16,77.7,111.06644676481987,1003.8384738430681,1242.75
79,23,74,554,13,59.2,87.24036517382874,629.5365160852613,741.01
366,7,219,416,19,49.03,81.67223713551522,915.572145989984,885.62
382,18,152,22,4,88.53,192.71709471535988,316.35455464666313,320.42
130,15,50,399,13,10.61,14.630133632539149,133.6158346993228,133.31
20,14,198,421,12,13.75,29.913418970866527,143.51082976578715,164.72
487,42,122,562,10,27.72,42.99844844184062,265.9990454081075,271.07
822,24,258,77,3,75.78,176.22746107878888,192.18739626961514,217.04
607,5,275,163,2,92.96,134.7548651891269,155.93833802401204,169.32
116,6,72,611,16,97.35,200.82294863408399,1537.1118982504763,1453.27
54,10,195,157,7,95.73,143.8072943708886,539.3888946803991,651.35
302,36,371,179,2,41.44,86.17181209801525,68.95730514703584,78.36
870,26,173,721,5,59.7,123.82518544919672,268.31043209918397,278.38
95,20,190,363,8,82.12,194.5579618336686,650.6752639333702,619.68
364,48,474,289,2,24.6,34.590627254245234,48.52401568895275,45.94
448,28,232,394,15,20.12,43.63953211553521,249.02621304468863,301.12
76,32,156,660,14,91.59,162.32311706895518,1028.8514792489411,1215.82
171,49,74,302,12,99.53,213.121565750774,996.2633374268377,1114.98
267,10,188,296,2,39.2,77.83453623568002,71.06804890055022,76.69
633,42,475,408,13,30.82,38.586707038879446,372.3581153610088,379.92
638,32,468,228,10,85.79,110.65393412755955,759.7903360138771,841.05
241,37,309,380,4,38.06,54.8318116150885,124.59091662209468,149.89
5,6,178,24,11,31.6,65.71439376453915,296.2326118115692,319.22
721,34,213,562,15,63.05,77.85258103684897,908.7894777576837,925.79
379,23,258,661,8,37.15,90.33363642595914,251.09861246310405,288.83
460,24,392,628,9,35.47,63.26558106271871,291.4668526909627,307.53
300,11,324,595,16,29.69,60.637956837300564,385.52596119999544,444.14
817,31,168,414,10,25.23,47.171794819478286,231.36878655141703,240.45
64,45,456,464,16,89.19,167.60990837524005,1324.5428380547116,1359.68
186,49,163,239,14,91.2,116.16554402434167,1152.077915099573,1210.56
414,29,268,691,11,55.34,122.35934731357898,594.8825477547041,580.94
978,39,463,228,9,40.45,84.2623650028642,353.59013111187795,331.56
732,42,289,632,10,44.21,87.15719474444715,394.721085638904,401.03
21,1,371,151,6,25.55,54.84673568364651,141.73167629387055,151.76
196,21,38,573,12,87.5,201.37565572012406,913.6815159395578,1012.27
43,37,368,252,2,39.79,67.21134240105826,67.18556327246587,78.1
418,18,405,111,1,11.18,22.452923886005347,10.022612384145331,10.41
73,43,30,217,19,83.97,147.41600162327052,1381.038510555272,1540.63
228,10,364,537,1,41.82,98.7034297522384,35.68223250547729,40.9
853,13,453,35,3,96.23,209.35290510741447,285.78044754210964,272.99
542,17,211,470,16,7.66,15.077771454694446,111.57590477094406,115.94
222,41,55,427,16,80.97,181.57915659527805,1242.3141916297436,1196.3
317,27,475,49,15,37.78,49.478059910465085,455.19883706927624,519.63
835,29,241,300,13,65.54,83.03903513085828,782.9048043551383,844.53
136,24,323,692,15,10.23,21.43982639157335,134.98161114514917,145.99
4,34,467,347,3,56.7,126.0087341694626,163.66249073547993,159.52
22,7,4,154,2,5.61,12.203900886777275,9.273124635328942,10.17
849,14,448,629,4,21.08,26.442516304431585,69.07154450040952,79.23
79,49,469,560,2,16.58,39.48135742146658,31.39548005378412,33.05
603,8,3,392,19,23.61,56.44352372411677,398.02225813105633,415.78
41,8,145,629,17,90.59,144.61698933686017,1257.1459306519419,1515.87
154,48,78,372,14,26.79,36.05119183579481,328.63763574343864,344.29
960,22,260,647,5,91.65,155.98734237854353,406.2511286465976,454.45
497,2,445,160,5,15.31,34.54802206335601,65.11627117776612,75.77
324,21,19,161,10,79.74,168.8847009511444,785.2078229694606,765.11
531,43,494,146,6,90.6,216.5987300795996,525.5340823784578,493.79
713,30,486,354,9,65.47,131.1360781588744,585.8008264609292,533.28
146,17,334,142,1,98.37,171.61722108177008,83.51825289965065,90.21
475,41,165,295,12,22.05,40.883835608981904,238.02026043791196,241.19
158,1,80,18,4,85.17,146.56103703723633,319.57182882175164,339.37
241,7,399,537,20,81.19,141.26387099082208,1437.1641642146078,1482.57
172,12,262,501,15,31.61,60.7237989717274,426.6399775671722,451.3
855,20,314,443,7,63.42,95.0988406248965,417.1232478790404,401.49
776,28,90,582,13,44.65,75.54086112388904,537.8179392484316,572.73
320,40,307,72,20,85.65,203.7616039569752,1588.7857787656756,1703.66
425,20,421,610,9,80.24,130.46534205863577,614.8515973177565,685.53
751,20,466,417,11,65.61,108.08749835576016,644.0276047122209,710.79
649,29,57,353,4,28.29,41.21221650076561,94.31460989839756,111.07
863,12,267,476,17,75.91,167.05354664663076,1070.0633460318243,1188.77
437,21,132,548,6,81.55,164.81639102529476,403.9748842794653,477.92
297,28,353,313,10,78.01,128.372515711751,667.0068905711532,762.19
738,2,80,659,2,22.96,30.54053652266061,39.49350998641643,44.68
914,37,151,368,13,44.49,105.39043977340631,485.9749045220033,564.3
140,16,157,341,18,21.36,45.71504058678988,324.37525362870906,383.65
136,50,390,537,13,44.64,88.31004197344396,549.4793904283766,569.24
687,24,156,620,14,82.52,195.7472850871327,958.5956572057734,1128.75
862,45,315,561,1,97.45,117.03172982991266,81.89375429039076,97.23
627,5,461,375,15,65.69,136.21397737912588,883.2324939063833,894.03
92,8,474,81,1,14.43,23.996745855478693,13.77208976081575,13.44
217,5,182,250,4,65.49,130.48361114038678,217.9747160627354,257.71
897,47,471,415,3,15.75,25.818056250919383,43.251285121449385,45.1
460,41,187,24,3,40.76,68.47113708626824,108.56437818357789,121.04
124,24,33,40,20,76.55,157.09573799542568,1409.6220529336488,1494.21
876,17,151,227,3,10.9,13.294399259112213,27.06998333710934,31.54
694,25,172,407,16,26.4,51.10031615199097,350.25711770502994,411.84
855,41,270,178,14,64.71,109.84151567947687,760.5676380178999,865.5
428,48,116,712,6,87.78,178.52225911915042,430.5838645387779,516.67
